Country Name,Country Code,Series Name,Series Code,2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016]
Mozambique,MOZ,Voice and Accountability: Estimate,VA.EST,-0.0727424398064613,-0.114255242049694,-0.12065497785806699,-0.19952063262462602,-0.19766129553318,-0.25631532073020896,-0.245990410447121,-0.270031183958054,-0.393606185913086
Myanmar,MMR,Government Effectiveness: Estimate,GE.EST,-1.5307514667511002,-1.6140528917312602,-1.6179004907608,-1.59683477878571,-1.4813905954361,-1.4971015453338603,-1.27934956550598,-1.23860764503479,-0.982821881771088
Myanmar,MMR,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,-1.09270143508911,-1.29421544075012,-1.2859280109405502,-1.1110984086990399,-0.943674981594086,-1.14037239551544,-1.08758068084717,-1.16506671905518,-0.6335741877555849
Myanmar,MMR,Regulatory Quality: Estimate,RQ.EST,-2.21359515190125,-2.23668003082275,-2.24437046051025,-2.1024229526519798,-1.8346244096756001,-1.4944744110107402,-1.38030815124512,-1.22246742248535,-0.8683795332908629
Myanmar,MMR,Voice and Accountability: Estimate,VA.EST,-2.20797920227051,-2.17256379127502,-2.06740522384644,-1.8496336936950701,-1.62011933326721,-1.4616265296936002,-1.3439924716949498,-1.21891832351685,-0.854827165603638
Namibia,NAM,Government Effectiveness: Estimate,GE.EST,0.18282620608806602,0.115910485386848,0.0661186724901199,0.0540624335408211,0.138661846518517,0.18722477555275,0.11369700729847002,0.253775209188461,0.171074151992798
Namibia,NAM,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,1.2002341747283898,0.928174018859863,0.846940040588379,0.9116575121879581,0.978104293346405,0.9588099718093871,0.6087406277656561,0.733112812042236,0.7429258227348331
Namibia,NAM,Regulatory Quality: Estimate,RQ.EST,0.16973154246807098,0.108870968222618,0.0854060277342796,0.0454652309417725,0.0758575275540352,0.0850998237729073,-0.0186519995331764,-0.0897798985242844,-0.13598181307315801
Namibia,NAM,Voice and Accountability: Estimate,VA.EST,0.45089599490165705,0.37579509615898105,0.34980717301368697,0.340737253427505,0.37843912839889504,0.400293231010437,0.5533005595207211,0.57172292470932,0.612627923488617
Nauru,NRU,Government Effectiveness: Estimate,GE.EST,-0.432164818048477,-0.39465680718421897,-0.5599524974823,-0.577683389186859,-0.556275546550751,-0.578475773334503,-0.568591773509979,-0.5362783670425421,-0.6924723982810971
Nauru,NRU,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,1.00746977329254,1.3835525512695301,1.45398449897766,1.06180381774902,1.0264002084732098,1.054114818573,0.6013343930244449,0.5437602400779721,0.550383031368256
Nauru,NRU,Regulatory Quality: Estimate,RQ.EST,-0.8708316683769229,-1.00825500488281,-1.0458117723465,-1.07976317405701,-1.18647921085358,-1.3784506320953402,-1.23894536495209,-1.2231661081314098,-0.38223686814308205
Nauru,NRU,Voice and Accountability: Estimate,VA.EST,1.08235323429108,1.0871003866195699,1.0666047334671,1.09516870975494,1.09553349018097,1.05532383918762,0.807397603988647,0.546806275844574,0.516161918640137
Nepal,NPL,Government Effectiveness: Estimate,GE.EST,-0.8005978465080258,-0.9502964019775391,-0.8735454678535458,-0.902555286884308,-0.982698678970337,-0.926262080669403,-0.85154128074646,-1.0536406040191701,-0.8110916614532471
Nepal,NPL,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,-1.8344405889511102,-1.6199228763580302,-1.58397114276886,-1.41644358634949,-1.3812322616577102,-1.12914609909058,-0.7245995402336121,-0.9983345866203309,-0.793663620948792
Nepal,NPL,Regulatory Quality: Estimate,RQ.EST,-0.6235901117324829,-0.7066753506660458,-0.744102716445923,-0.722580909729004,-0.7998763918876651,-0.848947405815125,-0.831931829452515,-0.7995814681053158,-0.7647099494934079
Nepal,NPL,Voice and Accountability: Estimate,VA.EST,-0.4961264133453371,-0.44104179739952104,-0.447492629289627,-0.44512578845024103,-0.6423634886741639,-0.528574764728546,-0.430457085371017,-0.415425479412079,-0.233582049608231
Netherlands,NLD,Government Effectiveness: Estimate,GE.EST,1.6962062120437602,1.73972630500793,1.7293659448623702,1.78889870643616,1.81339955329895,1.78395926952362,1.8171064853668202,1.83280348777771,1.8413079977035502
Netherlands,NLD,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,0.8650270700454709,0.944917857646942,0.9407501220703129,1.11363077163696,1.18746471405029,1.14381539821625,1.0451153516769398,0.9261193275451659,0.889827311038971
Netherlands,NLD,Regulatory Quality: Estimate,RQ.EST,1.77502131462097,1.6999524831771897,1.7315382957458503,1.81124091148376,1.75300598144531,1.77044928073883,1.76926565170288,1.79903090000153,1.97630953788757
Netherlands,NLD,Voice and Accountability: Estimate,VA.EST,1.4830855131149299,1.46438872814178,1.4505692720413201,1.5370477437973002,1.60558545589447,1.56697261333466,1.5472813844680802,1.56103897094727,1.4796539545059197
Netherlands Antilles,ANT,Government Effectiveness: Estimate,GE.EST,0.7635610103607181,0.761760234832764,0.749144017696381,0.741333901882172,0.747314274311066,0.752769649028778,,,
Netherlands Antilles,ANT,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,1.1161359548568701,0.8700855374336239,0.959880173206329,1.20577538013458,1.0782482624054,0.676403522491455,,,
Netherlands Antilles,ANT,Regulatory Quality: Estimate,RQ.EST,0.894550323486328,0.90593409538269,0.893676102161407,0.8811753988265991,0.845531165599823,0.846788108348846,,,
Netherlands Antilles,ANT,Voice and Accountability: Estimate,VA.EST,0.525152504444122,0.303896695375443,0.32571777701377896,0.33514982461929305,0.350018590688705,0.34080308675765997,,,
New Zealand,NZL,Government Effectiveness: Estimate,GE.EST,1.6780866384506201,1.85184001922607,1.81669819355011,1.8775624036788898,1.80100727081299,1.7578015327453602,1.93206238746643,1.88467752933502,1.8576449155807502
New Zealand,NZL,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,1.1627777814865101,1.0705705881118799,1.2364888191223102,1.3767310380935702,1.3613655567169198,1.4539265632629401,1.4679275751113898,1.5254533290863002,1.49012064933777
New Zealand,NZL,Regulatory Quality: Estimate,RQ.EST,1.79981648921967,1.8268038034439098,1.8148714303970301,1.9707944393158001,1.85250723361969,1.82889127731323,1.95035147666931,1.9207479953765902,2.03840160369873
New Zealand,NZL,Voice and Accountability: Estimate,VA.EST,1.47838854789734,1.4784832000732402,1.50750589370728,1.57907593250275,1.6177220344543501,1.60607767105103,1.5243837833404499,1.5547415018081698,1.4441595077514602
Nicaragua,NIC,Government Effectiveness: Estimate,GE.EST,-0.906190574169159,-0.962114870548248,-0.962199687957764,-0.901401162147522,-0.894955456256866,-0.816682159900665,-0.837903082370758,-0.8158751726150509,-0.697707831859589
Nicaragua,NIC,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,-0.221899136900902,-0.30560523271560697,-0.49970924854278603,-0.269735813140869,-0.348777562379837,-0.249215871095657,-0.0407801233232021,-0.086607538163662,-0.17270991206169103
Nicaragua,NIC,Regulatory Quality: Estimate,RQ.EST,-0.4101913869380949,-0.43041002750396706,-0.28289198875427196,-0.34107831120491,-0.29531019926071195,-0.293287664651871,-0.39337420463561995,-0.3944113254547121,-0.506705522537231
Nicaragua,NIC,Voice and Accountability: Estimate,VA.EST,-0.367741048336029,-0.439308285713196,-0.47763556241989097,-0.5767300724983221,-0.536340475082397,-0.457648277282715,-0.39572745561599704,-0.41473990678787204,-0.6275017261505129
Niger,NER,Government Effectiveness: Estimate,GE.EST,-0.699199020862579,-0.652196288108826,-0.6592782139778139,-0.6225510239601141,-0.682663261890411,-0.720928311347961,-0.696187019348145,-0.605987727642059,-0.592877626419067
Niger,NER,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,-0.6684192419052121,-1.15032970905304,-1.16074454784393,-0.878004491329193,-1.14813089370728,-1.32179939746857,-1.1758404970169098,-1.0665462017059302,-1.08397245407104
Niger,NER,Regulatory Quality: Estimate,RQ.EST,-0.42363888025283797,-0.4834640622138979,-0.5173832178115839,-0.5308043956756591,-0.594640910625458,-0.5633752346038821,-0.717912256717682,-0.7289673089981079,-0.671375393867493
Niger,NER,Voice and Accountability: Estimate,VA.EST,-0.441894054412842,-0.737894952297211,-0.666964769363403,-0.246729359030724,-0.284627556800842,-0.30628964304924,-0.19513700902461997,-0.212657123804092,-0.339003443717957
Nigeria,NGA,Government Effectiveness: Estimate,GE.EST,-0.976837873458862,-1.21464395523071,-1.16513824462891,-1.0961754322052,-0.996476650238037,-0.9920399188995358,-1.1860169172286998,-0.9626727104187008,-1.08738160133362
Nigeria,NGA,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,-1.86062908172607,-1.9950715303421,-2.21112322807312,-1.95645451545715,-2.04207372665405,-2.0884783267974902,-2.1302764415741,-1.92544281482697,-1.85385489463806
Nigeria,NGA,Regulatory Quality: Estimate,RQ.EST,-0.802239954471588,-0.746087193489075,-0.727451860904694,-0.681180834770203,-0.7124424576759342,-0.659628987312317,-0.816382348537445,-0.850521445274353,-0.9189404845237729
Nigeria,NGA,Voice and Accountability: Estimate,VA.EST,-0.7356038093566891,-0.8488722443580631,-0.777086913585663,-0.713411033153534,-0.700219869613647,-0.6930282115936279,-0.586755931377411,-0.366597324609756,-0.295079112052917
Niue,NIU,Government Effectiveness: Estimate,GE.EST,,-0.9838497042655941,-1.01144671440125,-0.973071098327637,-0.9988100528717041,-0.9940471649169921,,,
Niue,NIU,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,,1.1447064876556399,1.32236123085022,,,,,,
Niue,NIU,Regulatory Quality: Estimate,RQ.EST,,-0.941825270652771,-0.978332161903381,-0.9360021352767941,-0.9050641059875492,-0.921078979969025,,,
Niue,NIU,Voice and Accountability: Estimate,VA.EST,,-0.386081516742706,-0.357333689928055,-0.407198876142502,-0.47673889994621294,-0.464022815227509,,,
Norway,NOR,Government Effectiveness: Estimate,GE.EST,1.8420903682708702,1.8413747549057,1.8789280652999898,1.83755910396576,1.90912747383118,1.8849667310714702,1.82845747470856,1.86479914188385,1.88285648822784
Norway,NOR,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,1.28514957427979,1.2754098176956201,1.3323115110397301,1.3379769325256299,1.32746982574463,1.3520919084548997,1.1199585199356101,1.16171610355377,1.16653871536255
Norway,NOR,Regulatory Quality: Estimate,RQ.EST,1.37277817726135,1.4675390720367398,1.5143189430236799,1.60902082920074,1.5468109846115101,1.66654682159424,1.64646947383881,1.60687112808228,1.69804847240448
Norway,NOR,Voice and Accountability: Estimate,VA.EST,1.54803907871246,1.5488804578781101,1.59508812427521,1.62635803222656,1.72816324234009,1.73797512054443,1.68408703804016,1.6878014802932702,1.58164060115814
Oman,OMN,Government Effectiveness: Estimate,GE.EST,0.41950923204421997,0.38390976190567,0.37785458564758295,0.251220345497131,0.26454079151153603,0.21411490440368697,0.26580274105072,0.0815463364124298,0.190203636884689
Oman,OMN,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,0.922230303287506,0.826635301113129,0.5902417302131651,0.432440459728241,0.46207708120346097,0.45953020453453103,0.734907329082489,0.78333979845047,0.8018885254859921
Oman,OMN,Regulatory Quality: Estimate,RQ.EST,0.695889413356781,0.527706265449524,0.444548308849335,0.32365730404853804,0.47157281637191795,0.4758002758026121,0.692388772964478,0.5745102763175961,0.6105926632881159
Oman,OMN,Voice and Accountability: Estimate,VA.EST,-1.0707428455352799,-1.07403779029846,-1.0448029041290299,-1.06049060821533,-1.02166974544525,-1.03864192962646,-1.09071099758148,-1.06139874458313,-1.107426404953
Pakistan,PAK,Government Effectiveness: Estimate,GE.EST,-0.723710119724274,-0.800802648067474,-0.7658588886260991,-0.817900776863098,-0.7779331207275391,-0.7918035387992859,-0.7550008893013,-0.667473018169403,-0.6371405720710749
Pakistan,PAK,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,-2.5728580951690696,-2.64481091499329,-2.67593312263489,-2.8100354671478303,-2.6770036220550497,-2.60330200195313,-2.40127921104431,-2.4827079772949197,-2.4672884941101096
Pakistan,PAK,Regulatory Quality: Estimate,RQ.EST,-0.5982133746147161,-0.57841557264328,-0.596796214580536,-0.634099185466766,-0.717113375663757,-0.700306534767151,-0.68286269903183,-0.627013027667999,-0.6396691799163821
Pakistan,PAK,Voice and Accountability: Estimate,VA.EST,-0.838403463363647,-0.855752885341644,-0.798663079738617,-0.8291994333267209,-0.8435821533203129,-0.799480557441711,-0.716023862361908,-0.7220324873924259,-0.68809312582016
Palau,PLW,Government Effectiveness: Estimate,GE.EST,-0.6009423136711121,-0.546221196651459,-0.84930408000946,-0.577683389186859,-0.556275546550751,-0.578475773334503,-0.568591773509979,-0.5362783670425421,-0.40572988986969
Palau,PLW,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,1.00746977329254,1.3835525512695301,1.45398449897766,1.06180381774902,1.0264002084732098,1.054114818573,0.9895857572555541,0.9194737672805791,0.9273898601531979
Palau,PLW,Regulatory Quality: Estimate,RQ.EST,-0.697445571422577,-0.825646042823792,-0.872344851493835,-0.8956047296524051,-0.9931960105895999,-0.9926906824111942,-0.819757878780365,-0.806377530097961,-0.17610925436019897
Palau,PLW,Voice and Accountability: Estimate,VA.EST,1.2170000076293899,1.2086291313171398,1.1929709911346398,1.2062178850174,1.20560419559479,1.2057980298996,1.17677080631256,1.20078992843628,1.22538614273071
Panama,PAN,Government Effectiveness: Estimate,GE.EST,0.12343438714742698,0.143458604812622,0.137225136160851,0.0858170613646507,0.28502753376960804,0.288603574037552,0.26211908459663397,0.29233738780021695,0.185663864016533
Panama,PAN,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,-0.0970654934644699,0.0636811703443527,-0.11604820936918302,-0.028218861669302,-0.17943267524242398,-0.141260921955109,0.209008201956749,0.386077255010605,0.43486317992210405
Panama,PAN,Regulatory Quality: Estimate,RQ.EST,0.6200064420700071,0.369855970144272,0.38078883290290794,0.42562830448150607,0.37724423408508295,0.363467931747437,0.371192038059235,0.352536708116531,0.360636383295059
Panama,PAN,Voice and Accountability: Estimate,VA.EST,0.600690960884094,0.591263115406036,0.537198543548584,0.5346385240554811,0.469416946172714,0.424271792173386,0.505627870559692,0.5584674477577211,0.5284438133239749
Papua New Guinea,PNG,Government Effectiveness: Estimate,GE.EST,-0.6948547959327701,-0.739180982112885,-0.718555569648743,-0.711113095283508,-0.740658044815063,-0.663008809089661,-0.612693727016449,-0.6064897775650021,-0.7257883548736569
Papua New Guinea,PNG,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,-0.613367855548859,-0.792315244674683,-0.808443784713745,-0.754677414894104,-0.590442359447479,-0.520246863365173,-0.33936709165573103,-0.422148317098618,-0.49524182081222495
Papua New Guinea,PNG,Regulatory Quality: Estimate,RQ.EST,-0.686010122299194,-0.572004497051239,-0.5588585138320921,-0.51607608795166,-0.512268602848053,-0.509556472301483,-0.344881922006607,-0.5526033639907839,-0.55601042509079
Papua New Guinea,PNG,Voice and Accountability: Estimate,VA.EST,0.0103012630715966,-0.0105111245065928,-0.0305315554141998,-0.0388280414044857,-0.0591049715876579,-0.00446306075900793,0.0125040775164962,0.0447313971817493,0.190056756138802
Paraguay,PRY,Government Effectiveness: Estimate,GE.EST,-0.886710166931152,-0.9216511249542241,-0.9323817491531371,-0.8445075750350949,-0.8894559741020199,-0.8721671104431149,-0.91916835308075,-0.948369681835175,-0.770884454250336
Paraguay,PRY,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,-0.724694967269897,-0.882129192352295,-0.8348622322082521,-0.692596554756165,-0.8719021677970891,-0.735861599445343,-0.0886275097727776,0.0384980216622353,0.200180888175964
Paraguay,PRY,Regulatory Quality: Estimate,RQ.EST,-0.5159900784492489,-0.44460541009903004,-0.35562387108802795,-0.371420472860336,-0.321478009223938,-0.31031021475791903,-0.28301489353179904,-0.270921021699905,-0.299924224615097
Paraguay,PRY,Voice and Accountability: Estimate,VA.EST,-0.115736693143845,-0.13457797467708602,-0.0789330527186394,-0.0832900255918503,-0.113736897706985,-0.10493899136781698,-0.102842316031456,-0.0699412971735001,-0.0386418290436268
Peru,PER,Government Effectiveness: Estimate,GE.EST,-0.356437921524048,-0.41668426990509005,-0.19117073714733102,-0.157188087701797,-0.144916206598282,-0.114771321415901,-0.266777873039246,-0.276903688907623,-0.170533314347267
Peru,PER,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,-0.890705525875092,-1.17988288402557,-0.999915421009064,-0.760749697685242,-0.907364726066589,-0.8057397603988651,-0.5506569147109991,-0.397571414709091,-0.158690348267555
Peru,PER,Regulatory Quality: Estimate,RQ.EST,0.345373123884201,0.386653184890747,0.45033371448516796,0.463544219732285,0.49197307229042103,0.458948016166687,0.52090984582901,0.491347044706345,0.5082695484161379
